Job Title,Company Name,Required Qualifications,Required Skills,Programming Languages,LinkedIn Profile,Company Logo,Min Salary (LPA),Max Salary (LPA)
UI/UX Designer,Company_502,M.Tech in AI,"Java, Deep Learning, Machine Learning","Go, JavaScript",https://www.linkedin.com/company/company_502,https://dummyimage.com/100x100/000/fff.png&text=Company_502,3,4
Data Scientist,Company_503,MCA,"CSS, Kubernetes, JavaScript","Go, R",https://www.linkedin.com/company/company_503,https://dummyimage.com/100x100/000/fff.png&text=Company_503,6,9
Backend Developer,Company_504,MCA,"Kubernetes, SQL, JavaScript","SQL, R",https://www.linkedin.com/company/company_504,https://dummyimage.com/100x100/000/fff.png&text=Company_504,6,8
Cloud Architect,Company_505,B.Tech in Computer Science,"AWS, CSS, SQL","Java, C++",https://www.linkedin.com/company/company_505,https://dummyimage.com/100x100/000/fff.png&text=Company_505,5,7
Machine Learning Engineer,Company_506,B.Tech in Computer Science,"Python, CSS, AWS","Go, Ruby",https://www.linkedin.com/company/company_506,https://dummyimage.com/100x100/000/fff.png&text=Company_506,6,7
DevOps Engineer,Company_507,B.Sc in Data Science,"C++, Node.js, CSS","SQL, Go",https://www.linkedin.com/company/company_507,https://dummyimage.com/100x100/000/fff.png&text=Company_507,4,5
DevOps Engineer,Company_508,B.E. in Electronics,"Deep Learning, Java, Node.js","JavaScript, Java",https://www.linkedin.com/company/company_508,https://dummyimage.com/100x100/000/fff.png&text=Company_508,3,5
Backend Developer,Company_509,MCA,"SQL, HTML, Kubernetes","JavaScript, C++",https://www.linkedin.com/company/company_509,https://dummyimage.com/100x100/000/fff.png&text=Company_509,3,4
Machine Learning Engineer,Company_510,M.Tech in AI,"Machine Learning, SQL, Node.js","Java, Scala",https://www.linkedin.com/company/company_510,https://dummyimage.com/100x100/000/fff.png&text=Company_510,6,7
Data Scientist,Company_511,B.Sc in Data Science,"Deep Learning, Kubernetes, SQL","Go, Scala",https://www.linkedin.com/company/company_511,https://dummyimage.com/100x100/000/fff.png&text=Company_511,5,8
Frontend Developer,Company_512,BCA,"Java, Kubernetes, JavaScript","JavaScript, C++",https://www.linkedin.com/company/company_512,https://dummyimage.com/100x100/000/fff.png&text=Company_512,4,5
Software Engineer,Company_513,BCA,"SQL, Machine Learning, Node.js","Scala, Java",https://www.linkedin.com/company/company_513,https://dummyimage.com/100x100/000/fff.png&text=Company_513,3,5
Data Scientist,Company_514,BCA,"HTML, Node.js, Kubernetes","R, Ruby",https://www.linkedin.com/company/company_514,https://dummyimage.com/100x100/000/fff.png&text=Company_514,6,7
Frontend Developer,Company_515,B.Sc in IT,"JavaScript, Kubernetes, Python","Python, Ruby",https://www.linkedin.com/company/company_515,https://dummyimage.com/100x100/000/fff.png&text=Company_515,4,7
DevOps Engineer,Company_516,MCA,"Python, Node.js, JavaScript","Go, JavaScript",https://www.linkedin.com/company/company_516,https://dummyimage.com/100x100/000/fff.png&text=Company_516,6,8
Frontend Developer,Company_517,MCA,"Node.js, SQL, Deep Learning","Go, Python",https://www.linkedin.com/company/company_517,https://dummyimage.com/100x100/000/fff.png&text=Company_517,5,6
DevOps Engineer,Company_518,B.Sc in IT,"JavaScript, Deep Learning, Machine Learning","SQL, Scala",https://www.linkedin.com/company/company_518,https://dummyimage.com/100x100/000/fff.png&text=Company_518,6,7
DevOps Engineer,Company_519,B.E. in Electronics,"Machine Learning, C++, Kubernetes","SQL, Python",https://www.linkedin.com/company/company_519,https://dummyimage.com/100x100/000/fff.png&text=Company_519,6,7
Frontend Developer,Company_520,MCA,"JavaScript, HTML, SQL","R, SQL",https://www.linkedin.com/company/company_520,https://dummyimage.com/100x100/000/fff.png&text=Company_520,6,7
Machine Learning Engineer,Company_521,B.Tech in Computer Science,"Docker, Node.js, Java","JavaScript, Go",https://www.linkedin.com/company/company_521,https://dummyimage.com/100x100/000/fff.png&text=Company_521,4,7
DevOps Engineer,Company_522,B.Sc in Data Science,"HTML, Python, C++","JavaScript, C++",https://www.linkedin.com/company/company_522,https://dummyimage.com/100x100/000/fff.png&text=Company_522,6,7
DevOps Engineer,Company_523,B.Sc in IT,"Kubernetes, Java, C++","Python, C++",https://www.linkedin.com/company/company_523,https://dummyimage.com/100x100/000/fff.png&text=Company_523,5,8
Backend Developer,Company_524,BCA,"Deep Learning, CSS, Java","Python, Java",https://www.linkedin.com/company/company_524,https://dummyimage.com/100x100/000/fff.png&text=Company_524,3,6
Cloud Architect,Company_525,B.Sc in Data Science,"Kubernetes, C++, SQL","Go, JavaScript",https://www.linkedin.com/company/company_525,https://dummyimage.com/100x100/000/fff.png&text=Company_525,5,7
Backend Developer,Company_526,PhD in Artificial Intelligence,"AWS, Python, SQL","JavaScript, Python",https://www.linkedin.com/company/company_526,https://dummyimage.com/100x100/000/fff.png&text=Company_526,3,5
Backend Developer,Company_527,MCA,"Docker, SQL, Machine Learning","Ruby, JavaScript",https://www.linkedin.com/company/company_527,https://dummyimage.com/100x100/000/fff.png&text=Company_527,5,6
QA Engineer,Company_528,B.E. in Electronics,"Docker, Node.js, CSS","Java, C++",https://www.linkedin.com/company/company_528,https://dummyimage.com/100x100/000/fff.png&text=Company_528,6,9
Cloud Architect,Company_529,B.Tech in Computer Science,"Docker, Java, Node.js","R, Ruby",https://www.linkedin.com/company/company_529,https://dummyimage.com/100x100/000/fff.png&text=Company_529,6,9
QA Engineer,Company_530,B.E. in Electronics,"SQL, React, Java","JavaScript, C++",https://www.linkedin.com/company/company_530,https://dummyimage.com/100x100/000/fff.png&text=Company_530,6,9
Data Analyst,Company_531,MCA,"Kubernetes, Python, React","R, JavaScript",https://www.linkedin.com/company/company_531,https://dummyimage.com/100x100/000/fff.png&text=Company_531,5,7
Machine Learning Engineer,Company_532,B.Tech in Computer Science,"SQL, C++, HTML","JavaScript, Java",https://www.linkedin.com/company/company_532,https://dummyimage.com/100x100/000/fff.png&text=Company_532,3,4
Data Analyst,Company_533,B.Sc in IT,"Machine Learning, Deep Learning, CSS","R, JavaScript",https://www.linkedin.com/company/company_533,https://dummyimage.com/100x100/000/fff.png&text=Company_533,4,7
DevOps Engineer,Company_534,M.Tech in AI,"Machine Learning, Java, SQL","JavaScript, Python",https://www.linkedin.com/company/company_534,https://dummyimage.com/100x100/000/fff.png&text=Company_534,6,7
Data Scientist,Company_535,B.E. in Electronics,"Deep Learning, SQL, CSS","C++, R",https://www.linkedin.com/company/company_535,https://dummyimage.com/100x100/000/fff.png&text=Company_535,3,6
DevOps Engineer,Company_536,B.Tech in Computer Science,"SQL, C++, Java","Scala, Java",https://www.linkedin.com/company/company_536,https://dummyimage.com/100x100/000/fff.png&text=Company_536,3,4
Machine Learning Engineer,Company_537,B.Sc in Data Science,"AWS, Node.js, Docker","C++, Go",https://www.linkedin.com/company/company_537,https://dummyimage.com/100x100/000/fff.png&text=Company_537,4,6
Cloud Architect,Company_538,MCA,"C++, React, Machine Learning","JavaScript, SQL",https://www.linkedin.com/company/company_538,https://dummyimage.com/100x100/000/fff.png&text=Company_538,3,4
DevOps Engineer,Company_539,BCA,"Node.js, Deep Learning, React","Python, JavaScript",https://www.linkedin.com/company/company_539,https://dummyimage.com/100x100/000/fff.png&text=Company_539,4,7
Data Analyst,Company_540,B.Sc in IT,"Deep Learning, CSS, SQL","SQL, Python",https://www.linkedin.com/company/company_540,https://dummyimage.com/100x100/000/fff.png&text=Company_540,4,6
Data Analyst,Company_541,M.Tech in AI,"CSS, React, JavaScript","JavaScript, Python",https://www.linkedin.com/company/company_541,https://dummyimage.com/100x100/000/fff.png&text=Company_541,3,4
Software Engineer,Company_542,M.Tech in AI,"Java, HTML, Docker","R, JavaScript",https://www.linkedin.com/company/company_542,https://dummyimage.com/100x100/000/fff.png&text=Company_542,6,8
Data Analyst,Company_543,M.Tech in AI,"CSS, C++, Python","Python, C++",https://www.linkedin.com/company/company_543,https://dummyimage.com/100x100/000/fff.png&text=Company_543,6,7
Cloud Architect,Company_544,B.E. in Electronics,"Node.js, SQL, Deep Learning","SQL, Go",https://www.linkedin.com/company/company_544,https://dummyimage.com/100x100/000/fff.png&text=Company_544,4,6
Backend Developer,Company_545,BCA,"Docker, Kubernetes, Node.js","C++, R",https://www.linkedin.com/company/company_545,https://dummyimage.com/100x100/000/fff.png&text=Company_545,5,7
Data Analyst,Company_546,B.Sc in IT,"Node.js, SQL, JavaScript","SQL, C++",https://www.linkedin.com/company/company_546,https://dummyimage.com/100x100/000/fff.png&text=Company_546,3,6
QA Engineer,Company_547,BCA,"Machine Learning, Kubernetes, Java","SQL, R",https://www.linkedin.com/company/company_547,https://dummyimage.com/100x100/000/fff.png&text=Company_547,3,4
UI/UX Designer,Company_548,M.Tech in AI,"Python, Deep Learning, Kubernetes","SQL, Scala",https://www.linkedin.com/company/company_548,https://dummyimage.com/100x100/000/fff.png&text=Company_548,6,7
Software Engineer,Company_549,B.Sc in Data Science,"Docker, C++, SQL","Python, R",https://www.linkedin.com/company/company_549,https://dummyimage.com/100x100/000/fff.png&text=Company_549,3,6
Cloud Architect,Company_550,PhD in Artificial Intelligence,"C++, React, Docker","Scala, C++",https://www.linkedin.com/company/company_550,https://dummyimage.com/100x100/000/fff.png&text=Company_550,6,8
Cloud Architect,Company_551,BCA,"Machine Learning, Docker, Python","JavaScript, C++",https://www.linkedin.com/company/company_551,https://dummyimage.com/100x100/000/fff.png&text=Company_551,5,7
Machine Learning Engineer,Company_552,PhD in Artificial Intelligence,"HTML, Node.js, Java","SQL, Ruby",https://www.linkedin.com/company/company_552,https://dummyimage.com/100x100/000/fff.png&text=Company_552,6,8
UI/UX Designer,Company_553,B.E. in Electronics,"AWS, Docker, Java","JavaScript, C++",https://www.linkedin.com/company/company_553,https://dummyimage.com/100x100/000/fff.png&text=Company_553,5,6
Data Analyst,Company_554,B.Sc in Data Science,"CSS, Kubernetes, Deep Learning","C++, JavaScript",https://www.linkedin.com/company/company_554,https://dummyimage.com/100x100/000/fff.png&text=Company_554,5,8
Machine Learning Engineer,Company_555,BCA,"React, HTML, Machine Learning","Scala, Go",https://www.linkedin.com/company/company_555,https://dummyimage.com/100x100/000/fff.png&text=Company_555,4,6
Machine Learning Engineer,Company_556,M.Tech in AI,"SQL, AWS, Node.js","Go, Ruby",https://www.linkedin.com/company/company_556,https://dummyimage.com/100x100/000/fff.png&text=Company_556,5,7
Data Scientist,Company_557,PhD in Artificial Intelligence,"Java, Machine Learning, React","Python, JavaScript",https://www.linkedin.com/company/company_557,https://dummyimage.com/100x100/000/fff.png&text=Company_557,5,6
Frontend Developer,Company_558,B.Tech in Computer Science,"Java, HTML, React","Python, C++",https://www.linkedin.com/company/company_558,https://dummyimage.com/100x100/000/fff.png&text=Company_558,5,7
Data Scientist,Company_559,MCA,"AWS, C++, Node.js","Ruby, Scala",https://www.linkedin.com/company/company_559,https://dummyimage.com/100x100/000/fff.png&text=Company_559,4,7
DevOps Engineer,Company_560,B.Tech in Computer Science,"CSS, HTML, SQL","Scala, JavaScript",https://www.linkedin.com/company/company_560,https://dummyimage.com/100x100/000/fff.png&text=Company_560,5,8
QA Engineer,Company_561,MCA,"JavaScript, Deep Learning, C++","SQL, C++",https://www.linkedin.com/company/company_561,https://dummyimage.com/100x100/000/fff.png&text=Company_561,4,6
DevOps Engineer,Company_562,B.Sc in Data Science,"Node.js, Java, React","SQL, Ruby",https://www.linkedin.com/company/company_562,https://dummyimage.com/100x100/000/fff.png&text=Company_562,6,9
Cloud Architect,Company_563,BCA,"AWS, Machine Learning, C++","Ruby, C++",https://www.linkedin.com/company/company_563,https://dummyimage.com/100x100/000/fff.png&text=Company_563,3,6
UI/UX Designer,Company_564,MCA,"Kubernetes, Node.js, CSS","Ruby, Python",https://www.linkedin.com/company/company_564,https://dummyimage.com/100x100/000/fff.png&text=Company_564,5,8
Cloud Architect,Company_565,B.Sc in Data Science,"CSS, Docker, Deep Learning","Ruby, R",https://www.linkedin.com/company/company_565,https://dummyimage.com/100x100/000/fff.png&text=Company_565,4,7
Data Analyst,Company_566,B.Tech in Computer Science,"JavaScript, SQL, Kubernetes","R, SQL",https://www.linkedin.com/company/company_566,https://dummyimage.com/100x100/000/fff.png&text=Company_566,6,9
QA Engineer,Company_567,M.Tech in AI,"CSS, Java, C++","Scala, R",https://www.linkedin.com/company/company_567,https://dummyimage.com/100x100/000/fff.png&text=Company_567,3,4
Data Analyst,Company_568,M.Tech in AI,"Deep Learning, HTML, JavaScript","SQL, R",https://www.linkedin.com/company/company_568,https://dummyimage.com/100x100/000/fff.png&text=Company_568,3,5
Machine Learning Engineer,Company_569,B.Sc in Data Science,"Kubernetes, CSS, Deep Learning","JavaScript, C++",https://www.linkedin.com/company/company_569,https://dummyimage.com/100x100/000/fff.png&text=Company_569,6,7
Machine Learning Engineer,Company_570,B.E. in Electronics,"React, CSS, JavaScript","R, Go",https://www.linkedin.com/company/company_570,https://dummyimage.com/100x100/000/fff.png&text=Company_570,4,7
QA Engineer,Company_571,BCA,"CSS, Deep Learning, C++","Scala, C++",https://www.linkedin.com/company/company_571,https://dummyimage.com/100x100/000/fff.png&text=Company_571,3,6
Machine Learning Engineer,Company_572,M.Tech in AI,"JavaScript, Docker, CSS","Python, Go",https://www.linkedin.com/company/company_572,https://dummyimage.com/100x100/000/fff.png&text=Company_572,5,6
QA Engineer,Company_573,M.Tech in AI,"Deep Learning, CSS, AWS","Ruby, SQL",https://www.linkedin.com/company/company_573,https://dummyimage.com/100x100/000/fff.png&text=Company_573,4,7
Backend Developer,Company_574,PhD in Artificial Intelligence,"Machine Learning, C++, JavaScript","C++, Java",https://www.linkedin.com/company/company_574,https://dummyimage.com/100x100/000/fff.png&text=Company_574,5,6
QA Engineer,Company_575,PhD in Artificial Intelligence,"HTML, Docker, Kubernetes","SQL, Ruby",https://www.linkedin.com/company/company_575,https://dummyimage.com/100x100/000/fff.png&text=Company_575,6,8
Data Scientist,Company_576,PhD in Artificial Intelligence,"React, HTML, Machine Learning","Ruby, SQL",https://www.linkedin.com/company/company_576,https://dummyimage.com/100x100/000/fff.png&text=Company_576,6,7
Software Engineer,Company_577,B.Sc in IT,"HTML, Kubernetes, Deep Learning","JavaScript, Python",https://www.linkedin.com/company/company_577,https://dummyimage.com/100x100/000/fff.png&text=Company_577,6,8
Software Engineer,Company_578,B.E. in Electronics,"SQL, Python, Deep Learning","Java, Go",https://www.linkedin.com/company/company_578,https://dummyimage.com/100x100/000/fff.png&text=Company_578,5,7
Machine Learning Engineer,Company_579,B.E. in Electronics,"React, JavaScript, Docker","R, Java",https://www.linkedin.com/company/company_579,https://dummyimage.com/100x100/000/fff.png&text=Company_579,4,5
UI/UX Designer,Company_580,B.E. in Electronics,"Python, HTML, SQL","R, C++",https://www.linkedin.com/company/company_580,https://dummyimage.com/100x100/000/fff.png&text=Company_580,5,6
Software Engineer,Company_581,M.Tech in AI,"CSS, React, HTML","R, C++",https://www.linkedin.com/company/company_581,https://dummyimage.com/100x100/000/fff.png&text=Company_581,5,7
Data Analyst,Company_582,B.Sc in Data Science,"Java, React, Kubernetes","Scala, Python",https://www.linkedin.com/company/company_582,https://dummyimage.com/100x100/000/fff.png&text=Company_582,3,6
Data Analyst,Company_583,B.E. in Electronics,"JavaScript, Java, Machine Learning","Java, Python",https://www.linkedin.com/company/company_583,https://dummyimage.com/100x100/000/fff.png&text=Company_583,3,4
UI/UX Designer,Company_584,PhD in Artificial Intelligence,"Deep Learning, HTML, Java","SQL, Python",https://www.linkedin.com/company/company_584,https://dummyimage.com/100x100/000/fff.png&text=Company_584,3,6
Data Scientist,Company_585,B.E. in Electronics,"Java, SQL, React","Ruby, Java",https://www.linkedin.com/company/company_585,https://dummyimage.com/100x100/000/fff.png&text=Company_585,6,8
DevOps Engineer,Company_586,B.E. in Electronics,"Kubernetes, Python, React","Ruby, JavaScript",https://www.linkedin.com/company/company_586,https://dummyimage.com/100x100/000/fff.png&text=Company_586,4,7
Backend Developer,Company_587,B.Sc in IT,"Machine Learning, AWS, JavaScript","Scala, Python",https://www.linkedin.com/company/company_587,https://dummyimage.com/100x100/000/fff.png&text=Company_587,4,7
QA Engineer,Company_588,B.E. in Electronics,"Kubernetes, React, Machine Learning","C++, Ruby",https://www.linkedin.com/company/company_588,https://dummyimage.com/100x100/000/fff.png&text=Company_588,5,8
UI/UX Designer,Company_589,M.Tech in AI,"CSS, React, Machine Learning","Go, Python",https://www.linkedin.com/company/company_589,https://dummyimage.com/100x100/000/fff.png&text=Company_589,5,7
QA Engineer,Company_590,BCA,"JavaScript, C++, HTML","Ruby, R",https://www.linkedin.com/company/company_590,https://dummyimage.com/100x100/000/fff.png&text=Company_590,4,5
Cloud Architect,Company_591,B.E. in Electronics,"C++, Kubernetes, Node.js","R, C++",https://www.linkedin.com/company/company_591,https://dummyimage.com/100x100/000/fff.png&text=Company_591,5,8
Cloud Architect,Company_592,M.Tech in AI,"Docker, Java, HTML","Python, Scala",https://www.linkedin.com/company/company_592,https://dummyimage.com/100x100/000/fff.png&text=Company_592,5,7
Software Engineer,Company_593,B.Sc in IT,"Node.js, Docker, SQL","Ruby, Java",https://www.linkedin.com/company/company_593,https://dummyimage.com/100x100/000/fff.png&text=Company_593,5,6
QA Engineer,Company_594,B.Tech in Computer Science,"React, AWS, Machine Learning","Scala, Python",https://www.linkedin.com/company/company_594,https://dummyimage.com/100x100/000/fff.png&text=Company_594,5,7
Backend Developer,Company_595,PhD in Artificial Intelligence,"HTML, Node.js, Python","Java, C++",https://www.linkedin.com/company/company_595,https://dummyimage.com/100x100/000/fff.png&text=Company_595,5,8
UI/UX Designer,Company_596,B.E. in Electronics,"Deep Learning, HTML, Java","SQL, Go",https://www.linkedin.com/company/company_596,https://dummyimage.com/100x100/000/fff.png&text=Company_596,5,7
Data Scientist,Company_597,B.E. in Electronics,"Python, Node.js, Deep Learning","SQL, Scala",https://www.linkedin.com/company/company_597,https://dummyimage.com/100x100/000/fff.png&text=Company_597,3,4
Software Engineer,Company_598,B.Tech in Computer Science,"React, Node.js, HTML","SQL, JavaScript",https://www.linkedin.com/company/company_598,https://dummyimage.com/100x100/000/fff.png&text=Company_598,4,6
Frontend Developer,Company_599,B.Sc in IT,"Machine Learning, Python, C++","C++, Ruby",https://www.linkedin.com/company/company_599,https://dummyimage.com/100x100/000/fff.png&text=Company_599,3,6
Frontend Developer,Company_600,B.Sc in IT,"JavaScript, SQL, Kubernetes","Ruby, Python",https://www.linkedin.com/company/company_600,https://dummyimage.com/100x100/000/fff.png&text=Company_600,4,6
Software Engineer,Company_601,BCA,"AWS, React, Machine Learning","JavaScript, Go",https://www.linkedin.com/company/company_601,https://dummyimage.com/100x100/000/fff.png&text=Company_601,6,8
Software Engineer,Company_602,M.Tech in AI,"Machine Learning, C++, React","Go, R",https://www.linkedin.com/company/company_602,https://dummyimage.com/100x100/000/fff.png&text=Company_602,6,9
Cloud Architect,Company_603,B.Sc in IT,"SQL, Node.js, Kubernetes","SQL, Java",https://www.linkedin.com/company/company_603,https://dummyimage.com/100x100/000/fff.png&text=Company_603,3,6
Backend Developer,Company_604,B.E. in Electronics,"JavaScript, CSS, AWS","Java, Python",https://www.linkedin.com/company/company_604,https://dummyimage.com/100x100/000/fff.png&text=Company_604,4,5
Data Scientist,Company_605,PhD in Artificial Intelligence,"Java, HTML, C++","Ruby, Java",https://www.linkedin.com/company/company_605,https://dummyimage.com/100x100/000/fff.png&text=Company_605,5,7
Data Analyst,Company_606,MCA,"Python, JavaScript, HTML","R, Python",https://www.linkedin.com/company/company_606,https://dummyimage.com/100x100/000/fff.png&text=Company_606,6,9
Backend Developer,Company_607,MCA,"Kubernetes, React, SQL","Java, Go",https://www.linkedin.com/company/company_607,https://dummyimage.com/100x100/000/fff.png&text=Company_607,5,8
Frontend Developer,Company_608,MCA,"AWS, Node.js, SQL","JavaScript, Go",https://www.linkedin.com/company/company_608,https://dummyimage.com/100x100/000/fff.png&text=Company_608,6,9
Software Engineer,Company_609,B.E. in Electronics,"Machine Learning, Kubernetes, Node.js","R, Java",https://www.linkedin.com/company/company_609,https://dummyimage.com/100x100/000/fff.png&text=Company_609,4,6
UI/UX Designer,Company_610,BCA,"AWS, React, C++","Go, SQL",https://www.linkedin.com/company/company_610,https://dummyimage.com/100x100/000/fff.png&text=Company_610,4,5
Software Engineer,Company_611,BCA,"React, Node.js, AWS","Python, Java",https://www.linkedin.com/company/company_611,https://dummyimage.com/100x100/000/fff.png&text=Company_611,5,6
QA Engineer,Company_612,B.E. in Electronics,"Kubernetes, Docker, Node.js","Go, JavaScript",https://www.linkedin.com/company/company_612,https://dummyimage.com/100x100/000/fff.png&text=Company_612,6,7
DevOps Engineer,Company_613,BCA,"Deep Learning, Python, Machine Learning","JavaScript, Ruby",https://www.linkedin.com/company/company_613,https://dummyimage.com/100x100/000/fff.png&text=Company_613,3,5
QA Engineer,Company_614,B.Sc in Data Science,"Machine Learning, Node.js, Deep Learning","Ruby, Scala",https://www.linkedin.com/company/company_614,https://dummyimage.com/100x100/000/fff.png&text=Company_614,5,7
UI/UX Designer,Company_615,PhD in Artificial Intelligence,"Deep Learning, Python, Java","Scala, Go",https://www.linkedin.com/company/company_615,https://dummyimage.com/100x100/000/fff.png&text=Company_615,5,7
UI/UX Designer,Company_616,B.Tech in Computer Science,"C++, Java, AWS","Go, JavaScript",https://www.linkedin.com/company/company_616,https://dummyimage.com/100x100/000/fff.png&text=Company_616,6,7
DevOps Engineer,Company_617,PhD in Artificial Intelligence,"Kubernetes, C++, Docker","R, Python",https://www.linkedin.com/company/company_617,https://dummyimage.com/100x100/000/fff.png&text=Company_617,5,8
Machine Learning Engineer,Company_618,B.E. in Electronics,"AWS, C++, SQL","Java, JavaScript",https://www.linkedin.com/company/company_618,https://dummyimage.com/100x100/000/fff.png&text=Company_618,5,8
Data Analyst,Company_619,B.E. in Electronics,"Machine Learning, SQL, C++","SQL, Ruby",https://www.linkedin.com/company/company_619,https://dummyimage.com/100x100/000/fff.png&text=Company_619,6,7
Frontend Developer,Company_620,M.Tech in AI,"JavaScript, Java, Node.js","JavaScript, Ruby",https://www.linkedin.com/company/company_620,https://dummyimage.com/100x100/000/fff.png&text=Company_620,6,7
DevOps Engineer,Company_621,B.E. in Electronics,"JavaScript, Machine Learning, C++","R, Ruby",https://www.linkedin.com/company/company_621,https://dummyimage.com/100x100/000/fff.png&text=Company_621,3,4
Machine Learning Engineer,Company_622,BCA,"Java, Deep Learning, React","Scala, JavaScript",https://www.linkedin.com/company/company_622,https://dummyimage.com/100x100/000/fff.png&text=Company_622,5,7
Data Analyst,Company_623,B.Sc in IT,"Machine Learning, React, AWS","Scala, SQL",https://www.linkedin.com/company/company_623,https://dummyimage.com/100x100/000/fff.png&text=Company_623,6,7
QA Engineer,Company_624,B.Tech in Computer Science,"Kubernetes, Docker, AWS","Python, Java",https://www.linkedin.com/company/company_624,https://dummyimage.com/100x100/000/fff.png&text=Company_624,5,6
Backend Developer,Company_625,M.Tech in AI,"Node.js, Python, C++","Java, Ruby",https://www.linkedin.com/company/company_625,https://dummyimage.com/100x100/000/fff.png&text=Company_625,5,6
QA Engineer,Company_626,B.E. in Electronics,"HTML, Deep Learning, C++","R, Ruby",https://www.linkedin.com/company/company_626,https://dummyimage.com/100x100/000/fff.png&text=Company_626,5,8
Machine Learning Engineer,Company_627,B.Tech in Computer Science,"React, Python, AWS","SQL, Java",https://www.linkedin.com/company/company_627,https://dummyimage.com/100x100/000/fff.png&text=Company_627,3,6
Data Analyst,Company_628,B.E. in Electronics,"JavaScript, C++, Java","Java, JavaScript",https://www.linkedin.com/company/company_628,https://dummyimage.com/100x100/000/fff.png&text=Company_628,4,7
UI/UX Designer,Company_629,MCA,"C++, Kubernetes, CSS","C++, Scala",https://www.linkedin.com/company/company_629,https://dummyimage.com/100x100/000/fff.png&text=Company_629,3,5
Machine Learning Engineer,Company_630,PhD in Artificial Intelligence,"React, SQL, Machine Learning","Java, Go",https://www.linkedin.com/company/company_630,https://dummyimage.com/100x100/000/fff.png&text=Company_630,6,9
Data Scientist,Company_631,BCA,"Python, AWS, CSS","Scala, SQL",https://www.linkedin.com/company/company_631,https://dummyimage.com/100x100/000/fff.png&text=Company_631,4,5
Backend Developer,Company_632,PhD in Artificial Intelligence,"React, Machine Learning, Docker","Ruby, Go",https://www.linkedin.com/company/company_632,https://dummyimage.com/100x100/000/fff.png&text=Company_632,5,8
Data Analyst,Company_633,B.E. in Electronics,"SQL, CSS, C++","Go, R",https://www.linkedin.com/company/company_633,https://dummyimage.com/100x100/000/fff.png&text=Company_633,5,6
Machine Learning Engineer,Company_634,BCA,"Python, Java, SQL","Python, Scala",https://www.linkedin.com/company/company_634,https://dummyimage.com/100x100/000/fff.png&text=Company_634,5,6
Data Analyst,Company_635,M.Tech in AI,"HTML, Python, Docker","Java, R",https://www.linkedin.com/company/company_635,https://dummyimage.com/100x100/000/fff.png&text=Company_635,6,8
Backend Developer,Company_636,PhD in Artificial Intelligence,"AWS, Machine Learning, Python","Python, Ruby",https://www.linkedin.com/company/company_636,https://dummyimage.com/100x100/000/fff.png&text=Company_636,3,4
Frontend Developer,Company_637,MCA,"C++, Python, Node.js","Java, Ruby",https://www.linkedin.com/company/company_637,https://dummyimage.com/100x100/000/fff.png&text=Company_637,3,4
Machine Learning Engineer,Company_638,PhD in Artificial Intelligence,"Machine Learning, Deep Learning, C++","SQL, Go",https://www.linkedin.com/company/company_638,https://dummyimage.com/100x100/000/fff.png&text=Company_638,5,8
Frontend Developer,Company_639,PhD in Artificial Intelligence,"Docker, Kubernetes, JavaScript","Scala, Ruby",https://www.linkedin.com/company/company_639,https://dummyimage.com/100x100/000/fff.png&text=Company_639,4,5
DevOps Engineer,Company_640,B.Tech in Computer Science,"Kubernetes, Deep Learning, CSS","Go, JavaScript",https://www.linkedin.com/company/company_640,https://dummyimage.com/100x100/000/fff.png&text=Company_640,3,5
Data Analyst,Company_641,B.E. in Electronics,"Kubernetes, Node.js, Machine Learning","R, Ruby",https://www.linkedin.com/company/company_641,https://dummyimage.com/100x100/000/fff.png&text=Company_641,5,8
Frontend Developer,Company_642,B.Tech in Computer Science,"JavaScript, React, SQL","SQL, Ruby",https://www.linkedin.com/company/company_642,https://dummyimage.com/100x100/000/fff.png&text=Company_642,4,7
UI/UX Designer,Company_643,MCA,"HTML, C++, Machine Learning","R, Java",https://www.linkedin.com/company/company_643,https://dummyimage.com/100x100/000/fff.png&text=Company_643,3,6
Data Analyst,Company_644,B.Sc in Data Science,"Java, HTML, Python","C++, SQL",https://www.linkedin.com/company/company_644,https://dummyimage.com/100x100/000/fff.png&text=Company_644,6,9
Machine Learning Engineer,Company_645,M.Tech in AI,"React, Deep Learning, AWS","Python, R",https://www.linkedin.com/company/company_645,https://dummyimage.com/100x100/000/fff.png&text=Company_645,6,9
Frontend Developer,Company_646,PhD in Artificial Intelligence,"JavaScript, CSS, Kubernetes","R, Python",https://www.linkedin.com/company/company_646,https://dummyimage.com/100x100/000/fff.png&text=Company_646,6,9
Backend Developer,Company_647,B.Tech in Computer Science,"SQL, Deep Learning, AWS","R, SQL",https://www.linkedin.com/company/company_647,https://dummyimage.com/100x100/000/fff.png&text=Company_647,3,4
Cloud Architect,Company_648,PhD in Artificial Intelligence,"Node.js, CSS, AWS","Scala, C++",https://www.linkedin.com/company/company_648,https://dummyimage.com/100x100/000/fff.png&text=Company_648,5,6
UI/UX Designer,Company_649,B.Tech in Computer Science,"Python, Node.js, Kubernetes","SQL, JavaScript",https://www.linkedin.com/company/company_649,https://dummyimage.com/100x100/000/fff.png&text=Company_649,4,7
Frontend Developer,Company_650,B.Sc in IT,"Machine Learning, Python, HTML","Scala, R",https://www.linkedin.com/company/company_650,https://dummyimage.com/100x100/000/fff.png&text=Company_650,6,8
